ForecastID,Confirmed,Deaths
0,126058.0,2200.481318681318
1,5263.0,37.795604395604414
2,201835.0,5066.481318681319
3,61224.0,810.8505494505498
4,712475.0,13138.997802197802
5,57404.0,1948.734065934066
6,52879.0,4465.747252747253
7,17429.0,605.8681318681319
8,623471.0,11299.171428571426
9,270471.0,5700.5142857142855
10,8472.0,71.98681318681315
11,32081.0,367.54505494505474
12,236724.0,8254.246153846154
13,94196.0,3306.1670329670333
14,65139.0,1129.6263736263736
15,42599.0,454.15604395604396
16,48396.0,940.802197802198
17,148193.0,4980.538461538463
18,4529.0,132.41758241758242
19,108249.0,3763.1450549450547
20,128533.0,9076.476923076923
21,113025.0,6763.83956043956
22,75864.0,1873.8571428571431
23,82950.0,2500.16043956044
24,85635.0,1556.0549450549452
25,7421.0,105.67472527472529
26,34287.0,399.14725274725276
27,69228.0,1320.2307692307695
28,7275.0,432.5120879120879
29,191960.0,15945.25054945055
30,25352.0,783.0175824175826
31,434756.0,32965.45934065934
32,167309.0,2725.564835164835
33,11816.0,144.10329670329668
34,123155.0,4162.430769230769
35,58733.0,809.5648351648351
36,26713.0,463.67252747252746
37,138795.0,7673.378021978022
38,21949.0,1049.9824175824174
39,118992.0,2750.076923076924
40,13509.0,167.98021978021978
41,154933.0,1779.4175824175818
42,632739.0,12938.804395604398
43,52107.0,410.01318681318685
44,1624.0,58.0
45,120575.0,2594.934065934066
46,74635.0,1922.7494505494506
47,10249.0,219.4065934065934
48,75603.0,1128.074725274725
49,3850.0,37.331868131868134
50,127094.40911647117,2218.962637362636
51,5319.864086965329,38.59120879120883
52,202212.90061868148,5103.962637362638
53,61652.29927700764,824.7010989010996
54,717192.1757667176,13255.995604395604
55,57596.028855051765,1952.4681318681319
56,53059.89309423619,4466.494505494506
57,17471.331076691422,606.7362637362637
58,625408.2182000752,11411.342857142852
59,272222.8997864751,5768.028571428571
60,8704.002129560375,73.9736263736263
61,32266.596719548907,374.0901098901095
62,238601.33801940337,8273.492307692308
63,95054.53362559713,3316.3340659340665
64,66065.10302565641,1139.2527472527472
65,43188.20632265155,457.3120879120879
66,49104.87906989647,948.6043956043959
67,148707.21534659486,5011.076923076926
68,4551.804133174913,132.83516483516485
