ForecastID,Confirmed,Deaths
0,127306,2195
1,5318,37
2,202260,5065
3,61763,812
4,717797,13163
5,57683,1948
6,52961,4462
7,17503,606
8,625781,11364
9,272497,5720
10,8658,73
11,32340,368
12,238659,8261
13,95116,3306
14,66006,1126
15,43014,454
16,49062,940
17,148969,4981
18,4542,132
19,108745,3762
20,128865,9075
21,113774,6764
22,76599,1874
23,83481,2512
24,86828,1556
25,7524,106
26,34564,400
27,69675,1324
28,7293,432
29,192285,15941
30,25466,783
31,435394,32964
32,168722,2730
33,11985,144
34,124136,4183
35,59481,813
36,26948,464
37,139483,7656
38,22095,1049
39,119903,2746
40,13755,167
41,156465,1779
42,636577,12927
43,52418,410
44,1631,57
45,121538,2594
46,75188,1923
47,10378,219
48,76168,1129
49,3887,37
50,128524,2207
51,5395,38
52,202698,5122
53,62325,826
54,723777,13322
55,57959,1951
56,53148,4464
57,17582,607
58,628427,11521
59,274413,5793
60,8886,77
61,32601,379
62,240536,8290
63,96069,3319
64,66985,1142
65,43603,457
66,49739,948
67,149698,5017
68,4563,132
69,109275,3772
70,129212,9090
71,114481,6773
72,77402,1883
73,84140,2554
74,88066,1564
75,7658,108
76,34847,402
77,70128,1345
78,7315,433
79,192609,15949
80,25575,787
81,436045,32983
82,170315,2761
83,12204,145
84,125174,4184
85,60255,829
86,27190,468
87,140149,7665
88,22117,1051
89,120792,2787
90,14004,168
91,157924,1813
92,641146,13111
93,52765,414
94,1638,57
95,122541,2614
96,75697,1932
97,10508,225
98,76853,1135
99,3921,37
100,129789,2229
101,5476,38
102,203118,5178
103,62902,838
104,728730,13463
105,58229,1955
106,53249,4463
107,17659,608
108,631149,11639
109,276220,5826
110,9127,82
111,32861,388
112,242492,8313
113,97025,3331
114,68014,1156
115,44146,461
116,50377,956
117,150375,5041
118,4588,132
119,109816,3778
120,129556,9104
121,115196,6787
122,78237,1890
123,84776,2589
124,89343,1574
125,7798,109
126,35140,404
127,70597,1368
128,7334,434
129,192942,15963
130,25689,792
131,436697,33001
132,171872,2792
133,12448,146
134,126231,4235
135,60982,843
136,27421,473
137,140813,7668
138,22228,1052
139,121711,2836
140,14266,170
141,159356,1847
142,645730,13293
143,53151,416
144,1645,57
145,123532,2635
146,76163,1939
147,10638,226
148,77565,1142
149,3956,37
150,131030,2256
151,5548,38
152,203522,5226
153,63471,851
154,734251,13569
155,58496,1959
156,53408,4464
157,17735,610
158,633785,11756
159,278095,5892
160,9354,86
161,33118,395
162,244391,8329
163,97978,3341
164,69002,1165
165,44690,464
166,50974,964
167,151091,5074
168,4613,132
169,110348,3787
170,129898,9118
171,115911,6799
172,79062,1896
173,85373,2610
174,90621,1584
175,7925,111
176,35427,405
